player_id,archetype
0,2
1,0
2,0
3,0
4,2
5,2
6,0
7,0
8,2
9,0
10,2
11,2
12,0
13,1
14,0
15,2
16,2
17,0
18,2
19,1
20,0
21,0
22,2
23,2
24,1
25,1
26,1
27,2
28,2
29,0
30,2
31,2
32,2
33,0
34,0
35,1
36,2
37,2
38,2
39,1
40,2
41,0
42,2
43,0
44,1
45,2
46,2
47,1
48,2
49,1
50,1
51,1
52,2
53,1
54,0
55,2
56,1
57,2
58,0
59,0
60,2
61,0
62,2
63,2
64,1
65,1
66,2
67,2
68,2
69,0
70,0
71,1
72,2
73,1
74,0
75,2
76,2
77,0
78,1
79,0
80,2
81,0
82,2
83,2
84,1
85,2
86,2
87,0
88,2
89,2
90,2
91,0
92,2
93,2
94,0
95,2
96,2
97,2
98,0
99,2
100,2
101,2
102,2
103,2
104,0
105,2
106,2
107,2
108,0
109,2
110,2
111,0
112,2
113,0
114,2
115,0
116,2
117,0
118,2
119,2
120,2
121,2
122,0
123,2
124,2
125,2
126,2
127,0
128,2
129,2
130,2
131,0
132,2
133,2
134,0
135,2
136,0
137,0
138,2
139,2
140,0
141,0
142,2
143,0
144,0
145,0
146,0
147,2
148,0
149,0
150,0
151,2
152,0
153,0
154,2
155,2
156,0
157,0
158,0
159,2
160,2
161,0
162,0
163,0
164,2
165,2
166,0
167,0
168,0
169,2
170,0
171,2
172,0
173,2
174,0
175,0
176,0
177,2
178,2
179,0
180,2
181,2
182,2
183,0
184,0
185,0
186,0
187,0
188,2
189,0
190,0
191,2
192,0
193,0
194,2
195,0
196,2
197,0
198,2
199,2
200,2
201,0
202,0
203,0
204,2
205,0
206,0
207,2
208,0
209,2
210,2
211,2
212,0
213,2
214,0
215,2
216,2
217,2
218,2
219,0
220,0
221,0
222,0
223,2
224,0
225,2
226,0
227,0
228,2
229,0
230,2
231,2
232,0
233,2
234,2
235,2
236,0
237,2
238,2
239,0
240,2
241,2
242,0
243,2
244,2
245,2
246,0
247,0
248,2
249,2
250,2
251,3
252,2
253,0
254,2
255,2
256,2
257,3
258,3
259,3
260,2
261,3
262,2
263,0
264,0
265,2
266,0
267,3
268,3
269,0
270,2
271,0
272,2
273,0
274,0
275,3
276,0
277,2
278,0
279,2
280,2
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,2
289,0
290,0
291,0
292,0
293,2
294,2
295,0
296,2
297,2
298,2
299,0
300,0
301,0
302,2
303,2
304,2
305,0
306,0
307,0
308,2
309,0
310,0
311,2
312,2
313,2
314,0
315,2
316,0
317,2
318,2
319,0
320,2
321,0
322,0
323,0
324,2
325,3
326,2
327,0
328,0
329,2
330,2
331,0
332,0
333,2
334,2
335,0
336,2
337,2
338,2
339,0
340,0
341,0
342,2
343,2
344,2
345,2
346,2
347,0
348,0
349,0
350,0
351,0
352,2
353,0
354,0
355,2
356,2
357,2
358,0
359,0
360,2
361,0
362,2
363,2
364,0
365,0
366,2
367,2
368,0
369,0
370,0
371,0
372,2
373,2
374,2
375,0
376,0
377,0
378,2
379,0
380,0
381,0
382,2
383,0
384,0
385,0
386,2
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,2
395,2
396,0
397,0
398,0
399,0
400,2
401,0
402,0
403,0
404,0
405,0
406,0
407,2
408,0
409,2
410,0
411,0
412,0
413,0
414,0
415,0
416,2
417,2
418,0
419,2
420,0
421,0
422,0
423,0
424,2
425,0
426,0
427,0
428,2
429,0
430,0
431,2
432,2
433,0
434,0
435,2
436,2
437,2
438,0
439,0
440,0
441,2
442,0
443,2
444,0
445,0
446,2
447,2
448,0
449,0
450,2
451,0
452,0
453,0
454,0
455,2
456,2
457,2
458,2
459,0
460,2
461,0
462,0
463,3
464,0
465,2
466,0
467,0
468,3
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,2
477,0
478,0
479,2
480,3
481,2
482,0
483,0
484,2
485,2
486,0
487,3
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,2
499,0
500,0
501,0
502,0
503,2
504,0
505,3
506,0
507,0
508,0
509,2
510,0
511,2
512,3
513,2
514,3
515,0
516,2
517,0
518,2
519,0
520,0
521,0
522,3
523,2
524,2
525,2
526,3
527,3
528,3
529,0
530,0
531,3
532,0
533,0
534,0
535,0
536,3
537,0
538,2
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,3
547,3
548,3
549,2
550,0
551,0
552,0
553,0
554,3
555,3
556,3
557,2
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
