player_id,archetype_id
203932,1
1628988,4
202692,4
1630197,4
1627936,7
203083,2
203952,1
2738,6
1629014,6
203076,2
1630162,4
1628389,2
202687,3
1627732,1
201933,1
203992,4
1626171,8
202711,4
1629634,8
203078,5
1627742,5
201572,8
1628971,8
1627741,4
203468,5
1629661,4
1626166,6
1627747,6
2546,1
1626224,4
1628449,8
101108,5
1629643,4
1626174,3
203991,3
1629632,6
1629012,5
1630175,6
202709,7
203469,3
1626156,5
201571,6
1627814,4
203081,5
201568,1
1629647,4
1629636,5
1628368,5
1629001,6
202722,4
201599,3
201942,5
1629028,2
1626153,6
1627749,6
1629731,4
203471,5
1630166,8
202324,3
1627884,8
201565,6
1628401,7
1626164,5
1630217,4
1630170,4
1628984,6
1628415,4
1628378,5
1627734,2
1628978,4
203926,4
1627827,4
203110,6
1629130,4
1628407,4
2730,3
203901,6
202339,6
203095,4
1627832,5
202066,4
1629726,4
203914,6
1629018,4
203507,2
1627777,4
201609,6
202330,1
1628960,4
1629684,8
203084,1
1630193,6
1630171,8
1629676,8
1630191,3
1627826,3
1629630,5
203210,8
203109,7
1630256,8
1630183,8
1628973,6
1627751,3
1627750,5
201935,5
201949,8
1629020,8
1628386,3
1627759,1
1628369,5
201145,8
203924,1
202710,5
204060,7
203954,2
1628381,1
202685,2
203903,6
1628404,4
1629006,8
1628367,4
201950,5
203944,1
203200,4
1626157,2
1630231,8
202695,1
1629640,8
203482,1
1626162,8
1629134,7
203484,4
203145,8
1629026,8
201142,1
1628989,4
203920,8
203114,1
204001,2
203937,8
1628398,4
200768,5
1630163,5
202681,5
1626204,1
1629013,4
1628374,8
1629022,4
101150,6
1628366,6
2544,5
1629029,5
1629652,4
1628379,4
1627763,5
1626172,8
1627736,4
202694,1
203935,6
202693,8
203486,3
1628963,3
1629680,4
1628467,4
1629008,8
201144,5
1628970,8
1626149,3
1628420,6
1626167,8
1629675,8
1629638,4
201587,4
202696,2
1626181,4
203999,2
1628384,1
200782,7
1629023,1
1626192,4
1627783,1
1630172,8
200794,8
202331,5
1630202,6
1629628,4
203526,4
1628969,4
203493,4
1626158,3
203496,7
201937,6
201988,4
1626220,4
200752,4
203497,3
201566,5
1629060,1
1629003,6
203552,6
1628983,5
201939,5
1629004,4
203500,3
204456,6
1629659,6
1629056,4
203082,4
1626179,6
201152,2
203501,4
1627789,4
202699,1
203107,6
1629027,5
202684,3
1629639,4
1630169,6
1626145,6
203506,5
1630180,4
201961,4
1628976,3
202083,4
203115,8
1630214,8
203897,5
1629627,2
1629611,8
